entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Impressions,Avg. Pos.,Avg. Cost per Click,Clicks
mkt_1396,Google - Global,trip to lyon,Broad,Air France Global Campaign,Lyon,lyon,Position 1- 3,Unavailable,$8.75 ,13,2.01,$2.14 ,1
mkt_1397,Google - Global,fly to lyon,Broad,Air France Global Campaign,Lyon,lyon,Position 1- 3,Unavailable,$0.00 ,34,1.94,$0.66 ,2
mkt_1398,Google - US,international airfares,Broad,Geo Targeted DC,International DC,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,63,2.65,$3.19 ,2
mkt_1399,Google - US,munich airport,Broad,Google_Yearlong 2006,Google|Munich,munich,Position 5-10 Bid Strategy,Paused,$8.75 ,408,1.7,$8.19 ,1
mkt_140,Yahoo - US,athens flight,Advanced,Geo Targeted DC,DC to Athens Sale,uncategorized,,Live,$6.25 ,45,1,$1.33 ,1
mkt_1400,Overture - US,airfare paris france,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.70 ,200,2.17,$1.03 ,19
mkt_1401,Google - US,uk plane tickets,Broad,Western Europe Destinations,UK,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,7,1.14,$2.71 ,3
mkt_1402,MSN - Global,airfrance airline,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00 ,23,1.35,$1.07 ,4
mkt_1403,Overture - US,yaoundé,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Paused,$11.25 ,61,4.49,$0.54 ,3
mkt_1404,MSN - Global,travel deal to paris france,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00 ,11,1.09,$0.41 ,2
mkt_1405,Overture - Global,new york city to trip,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,322,1.87,$1.31 ,2
mkt_1406,Google - Global,fly to france,Broad,Air France Global Campaign,France,france,Position 1- 3,Unavailable,$2.50 ,"5,015",2.4,$1.28 ,244
mkt_1407,Overture - Global,lyon france airport,Standard,Unassigned,Unassigned,lyon,Position 1-2 Target,Paused,$0.28 ,"1,787",2.79,$0.25 ,7
mkt_1408,Yahoo - US,bordeaux travel,Standard,French Destinations,Bordeaux Branded,uncategorized,,Live,$6.25 ,73,1.84,$0.39 ,1
mkt_1409,MSN - Global,air france deals,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00 ,18,1.28,$0.98 ,2
mkt_141,Google - US,international airport,Broad,Geo Targeted Detroit,International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,33,1.12,$1.11 ,1
mkt_1410,Overture - US,delhi airfare,Standard,Unassigned,Unassigned,delhi,Position 5-10 Bid Strategy,Unavailable,$7.50 ,270,3.01,$0.58 ,3
mkt_1411,Google - US,spain flight,Broad,Geo Targeted Detroit,Detroit to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,39,1.13,$4.14 ,2
mkt_1412,Overture - US,ouagadougou,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Paused,$11.25 ,201,2.63,$0.43 ,8
mkt_1413,Yahoo - US,rome ticket,Advanced,Geo Targeted New York,New York to Rome Sale,uncategorized,,Live,$6.25 ,559,1,$2.72 ,2
mkt_1414,MSN - Global,france airfares,Broad,Air France Brand & French Destinations,France,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00 ,68,1.93,$3.36 ,4
mkt_1415,Google - US,milan plane tickets,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,4,3.25,$1.01 ,1
mkt_1416,Yahoo - US,cheap international plane ticket,Advanced,Geo Targeted Cincinnati,Cheap International Cincinnati,uncategorized,,Paused,$6.25 ,4,1,$2.59 ,1
mkt_1417,Google - US,barcelona fare,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,287,1.68,$2.25 ,4
mkt_1418,Google - US,spain airfares,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,139,2.47,$1.56 ,13
mkt_1419,Google - US,barcelona tickets,Broad,Geo Targeted Philadelphia,Philadelphia to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,5,1,$4.70 ,2
mkt_142,Google - US,geneva cheap flights,Broad,Google_Yearlong 2006,Google|Geneva,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,179,2.41,$3.29 ,3
mkt_1420,Overture - Global,cheap fare to france,Standard,Unassigned,Unassigned,france,,Sent,$8.75 ,273,3.28,$0.48 ,5
mkt_1421,Google - Global,paris flight,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unavailable,$5.00 ,"3,328",1.53,$1.89 ,286
mkt_1422,Overture - US,flight ticket to paris,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.50 ,65,1.94,$0.54 ,2
mkt_1423,Overture - Global,air customer france service,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.13 ,516,1.41,$0.14 ,10
mkt_1424,Google - US,paris cheap flight,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,9,1,$2.37 ,3
mkt_1425,Google - US,istanbul cheap flights,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,860,1.39,$1.30 ,19
mkt_1426,Overture - US,air france destination,Standard,Unassigned,Unassigned,airfrance,Position 2-5 Bid Strategy,Paused,$0.13 ,122,1.74,$0.29 ,2
mkt_1427,Overture - US,airfrance uk,Standard,Unassigned,Unassigned,airfrance,,Paused,$7.50 ,629,1.24,$0.71 ,8
mkt_1428,Google - Global,lyon fare,Broad,Air France Global Campaign,Lyon,lyon,Position 1- 3,Unavailable,$0.00 ,452,1.66,$1.07 ,2
mkt_1429,Overture - Global,boston paris airfare,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,16,1,$0.45 ,2
mkt_143,Google - US,new york to greece,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,19,2.89,$0.64 ,1
mkt_1430,Google - US,international flight,Broad,Geo Targeted Detroit,International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,87,1.61,$2.81 ,5
mkt_1431,Google - US,spain tickets,Broad,Geo Targeted New York,New York to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,46,2.2,$3.50 ,3
mkt_1432,Google - US,europe flight,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,"2,518",1.43,$2.32 ,96
mkt_1433,Google - US,frankfurt cheap flights,Broad,Google_Yearlong 2006,Google|Frankfurt,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,595,1.47,$3.36 ,21
mkt_1434,Google - US,paris cheap flights,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,14,1.79,$1.90 ,2
mkt_1435,Google - Global,amsterdam airfares,Broad,Air France Global Campaign,Amsterdam,amsterdam,Position 1- 3,Unavailable,$11.25 ,1,1,$1.35 ,1
mkt_1437,Overture - Global,chennai travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,"1,163",1.01,$0.46 ,1
mkt_1438,Yahoo - US,international airline,Advanced,Geo Targeted Boston,International Boston,uncategorized,,Paused,$6.25 ,151,1.06,$0.65 ,1
mkt_1439,Overture - Global,detroit travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,717,1.02,$1.26 ,1
mkt_144,Yahoo - US,athens cheap ticket,Advanced,Geo Targeted Los Angeles,Los Angeles to Athens Sale,uncategorized,,Live,$6.25 ,6,4,$5.66 ,1
mkt_1440,Google - US,cont:google_yearlong 2006::google|barcelona,N/A,Google_Yearlong 2006,Google|Barcelona,uncategorized,,Unavailable,$7.50 ,"44,745",1.61,$0.28 ,18
mkt_1441,Google - US,paris cheap airfares,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,14,1.29,$3.16 ,5
mkt_1442,Google - US,rome airlines,Broad,Geo Targeted New York,New York to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,57,2.48,$2.82 ,4
mkt_1443,Google - US,flight to rome,Broad,Google_Yearlong 2006,Google|Rome,flight,Position 5-10 Bid Strategy,Paused,$6.25 ,824,2.02,$2.09 ,76
mkt_1444,Google - US,paris airfare sale,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,3,1,$2.18 ,2
mkt_1445,Yahoo - US,"air france,com",Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50 ,338,4.33,$0.40 ,15
mkt_1446,Yahoo - US,fly to florence,Advanced,Western Europe Destinations,Florence,uncategorized,,Live,$6.25 ,11,1.27,$2.31 ,1
mkt_1447,Google - US,cheap international airline ticket,Broad,Geo Targeted Los Angeles,Cheap International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,23,1.96,$1.64 ,1
mkt_1448,Overture - US,cheap airline ticket to italy,Advanced,Unassigned,Unassigned,italy,Position 5-10 Bid Strategy,Paused,$0.19 ,379,2.67,$0.68 ,18
mkt_1449,Google - US,france cheap tickets,Broad,Geo Targeted Chicago,Chicago to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,18,2.06,$2.98 ,3
mkt_145,Google - US,barcelona cheap flight,Broad,Western Europe Destinations,Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,136,5.02,$1.36 ,5
mkt_1450,Google - US,europe airline,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"5,392",1.49,$1.73 ,110
mkt_1451,Google - US,venice flights,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Paused,$6.25 ,"3,191",1.62,$2.47 ,54
mkt_1452,Google - US,europe cheap tickets,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,607,1.59,$2.14 ,75
mkt_1453,Yahoo - US,flight to rome,Advanced,Western Europe Destinations,Rome,uncategorized,,Live,$6.25 ,"1,594",1.18,$1.54 ,18
mkt_1454,Overture - US,india flights,Standard,Unassigned,Unassigned,india,Position 5-10 Bid Strategy,Paused,$0.54 ,"13,720",2.06,$0.56 ,493
mkt_1455,Google - US,athens ticket,Broad,Google_Yearlong 2006,Google|Athens,athens,Position 5-10 Bid Strategy,Paused,$6.25 ,273,1.38,$1.44 ,13
mkt_1456,Google - US,milan airline,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,117,4.04,$0.55 ,3
mkt_1457,Google - US,fly to madrid,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,581,5.23,$0.88 ,20
mkt_1458,Google - US,france airline,Broad,Geo Targeted Philadelphia,Philadelphia to France Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,23,1.22,$1.54 ,2
mkt_1459,Google - US,air france com,Broad,Air France Branded,Air France Website,uncategorized,Postiion 1-4 Bid Strategy,Live,$15.00 ,"15,166",1.04,$0.31 ,"6,119"
mkt_146,Google - US,italy cheap airfare,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,4,1,$2.61 ,1
mkt_1460,Google - US,overseas travel,Broad,Google_Yearlong 2006,Google|Overseas,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,306,2.21,$3.03 ,7
mkt_1461,Yahoo - US,air france flights,Advanced,Air France Branded,Air France Brand,uncategorized,,Live,$6.25 ,"4,960",1.98,$1.22 ,224
mkt_1462,Google - US,paris airlines,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"2,136",1.56,$2.38 ,16
mkt_1463,Google - US,italy plane tickets,Broad,Geo Targeted Boston,Boston to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,1,2,$2.70 ,1
mkt_1464,Yahoo - US,cheap international air fare,Advanced,Geo Targeted New York,Cheap International New York,uncategorized,,Paused,$6.25 ,3,1,$1.03 ,2
mkt_1465,Yahoo - US,cheap international ticket,Advanced,Geo Targeted Chicago,Cheap International Chicago,uncategorized,,Paused,$6.25 ,19,1.47,$2.16 ,4
mkt_1466,Google - US,marseille cheap flights,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00 ,82,1.02,$1.57 ,16
mkt_1467,Google - US,europe tickets,Broad,Geo Targeted Boston,Europe Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,36,3.33,$3.00 ,2
mkt_1468,Google - US,venice plane tickets,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Paused,$6.25 ,5,2.2,$1.91 ,1
mkt_1469,Overture - Global,ticket to toulouse,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Paused,$0.51 ,94,2.01,$0.54 ,3
mkt_147,Google - US,europe ticket,Broad,Google_Yearlong 2006,Google|Europe,europe2,Position 5-10 Bid Strategy,Paused,$6.25 ,"1,871",1.84,$2.10 ,80
mkt_1470,Overture - US,boston to rome,Advanced,Unassigned,Unassigned,boston,Position 5-10 Bid Strategy,Paused,$1.46 ,78,1.64,$0.73 ,2
mkt_1471,Yahoo - US,cheap international airline ticket,Advanced,Geo Targeted Boston,Cheap International Boston,uncategorized,,Paused,$6.25 ,82,3.01,$2.24 ,11
mkt_1472,Overture - US,french air,Standard,Unassigned,Unassigned,french,Position 2-5 Bid Strategy,Paused,$0.13 ,556,2.49,$0.25 ,15
mkt_1473,Google - US,france cheap air ticket,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,3,1,$1.36 ,1
mkt_1474,Google - US,paris air tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,106,1.41,$3.06 ,20
mkt_1475,Yahoo - US,airframce,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50 ,2,1,$0.13 ,1
mkt_1476,Google - US,turkey plane tickets,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,8,2.5,$2.84 ,1
mkt_1477,Google - US,paris airfare,Broad,Geo Targeted Chicago,Chicago to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,194,1.71,$1.85 ,24
mkt_1478,Google - US,international air fares,Broad,Geo Targeted Detroit,International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,8,1,$2.36 ,1
mkt_1479,Google - US,paris airlines,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,906,1.41,$1.85 ,8
mkt_148,Google - US,france airfare,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,48,2.61,$1.00 ,4
mkt_1480,Google - Global,copenhagen airfares,Broad,Air France Global Campaign,Copenhagen,copenhagen,Position 1- 3,Unavailable,$11.25 ,1,1,$2.38 ,1
mkt_1481,Overture - US,airway ticket,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.13 ,"2,052",2.08,$0.22 ,46
mkt_1482,Google - US,european airfare,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,88,1.35,$2.15 ,10
mkt_1483,Yahoo - US,florence airfares,Advanced,Geo Targeted Atlanta,Atlanta to Florence Sale,uncategorized,,Paused,$6.25 ,1,1,$1.41 ,1
mkt_1485,Google - US,trips to paris,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00 ,"2,470",1.9,$3.08 ,256
mkt_1486,Yahoo - US,cheap international airline ticket,Advanced,Geo Targeted San Francisco,Cheap International San Francisco,uncategorized,,Paused,$6.25 ,"1,556",1.95,$2.09 ,16
mkt_1487,Yahoo - US,cheap international airplane ticket,Advanced,Geo Targeted Philadelphia,Cheap International Philadelphia,uncategorized,,Paused,$6.25 ,5,1,$1.82 ,2
mkt_1488,Google - US,france airport,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,12,1.58,$0.18 ,1
mkt_1489,MSN - US,france cheap flights,Broad,Air France Brand & French Destinations,France,uncategorized,,Live,$0.00 ,210,4.5,$2.88 ,8
mkt_149,Google - US,barcelona flights,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"3,713",1.55,$2.07 ,160
mkt_1490,Yahoo - US,flight to munich,Advanced,Western Europe Destinations,Munich,uncategorized,,Paused,$6.25 ,169,1.15,$1.89 ,1
mkt_1491,Yahoo - US,cheap international airline ticket,Advanced,Geo Targeted Chicago,Cheap International Chicago,uncategorized,,Paused,$6.25 ,94,5.5,$2.07 ,6
mkt_1492,MSN - Global,air discount france ticket,Broad,Air France Brand & French Destinations,France,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00 ,9,1.11,$0.39 ,1
mkt_1493,Google - US,cont:google_yearlong 2006::google|turkey,N/A,Google_Yearlong 2006,Google|Turkey,uncategorized,,Unavailable,$7.50 ,"63,555",2.35,$0.25 ,53
mkt_1494,Google - US,international air fares,Broad,Geo Targeted Los Angeles,International Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,2,2.5,$3.34 ,1
mkt_1495,Google - US,venice airlines,Broad,Google_Yearlong 2006,Google|Venice,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"1,265",2.02,$2.45 ,15
mkt_1496,Overture - Global,toulouse cheap ticket,Standard,Unassigned,Unassigned,toulouse,Position 1-2 Target,Paused,$0.20 ,142,2.98,$0.51 ,1
mkt_1497,Overture - Global,paris vacation deal,Advanced,Unassigned,Unassigned,paris,,Sent,$8.75 ,"4,583",2.49,$1.17 ,45
mkt_1498,Google - US,paris cheap air flights,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00 ,1,1,$3.33 ,1
mkt_1499,Google - US,paris airline ticket,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,1,1,$2.08 ,2
mkt_150,Google - US,fly to milan,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,118,1.92,$1.32 ,15
mkt_1500,Google - US,europe airline tickets,Broad,Geo Targeted Los Angeles,Europe Los Angeles,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,3,1,$1.15 ,1
mkt_1501,Overture - Global,atlanta to london,Standard,Unassigned,Unassigned,london,Position 1-2 Target,Paused,$0.64 ,368,3.02,$2.36 ,6
mkt_1502,Google - US,low international fares,Broad,Geo Targeted Detroit,Low International Detroit,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,5,2.98,$3.08 ,1
mkt_1503,Google - US,milan tickets,Broad,Google_Yearlong 2006,Google|Milan,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,340,1.97,$1.65 ,6
mkt_1504,Google - Global,marseilles tickets,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$11.25 ,201,1.09,$2.95 ,3
mkt_1505,Yahoo - US,paris flights,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25 ,"26,749",1,$1.32 ,920
mkt_1506,Google - US,air france deal,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Live,$2.91 ,592,1.43,$1.77 ,53
mkt_1507,Google - US,france flight,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,196,1.8,$2.98 ,4
mkt_1508,Google - US,milan travel,Broad,Western Europe Destinations,Milan,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,829,2.19,$1.93 ,9
mkt_1509,Google - US,paris airports,Broad,Geo Targeted Detroit,Detroit to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,17,1,$0.54 ,1
mkt_151,Google - US,madrid fares,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,53,4.22,$0.82 ,5
mkt_1510,Overture - US,airplane fare,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.46 ,"1,681",3.06,$0.65 ,8
mkt_1511,Google - US,flights to istanbul,Broad,Google_Yearlong 2006,Google|Istanbul,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"1,209",1.63,$1.84 ,67
mkt_1512,Google - US,barcelona ticket,Broad,Google_Yearlong 2006,Google|Barcelona,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,311,1.61,$0.79 ,5
mkt_1513,Google - US,france cheap ticket,Broad,Geo Targeted Los Angeles,Los Angeles to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,20,1,$1.66 ,3
mkt_1514,Overture - Global,lyon cheap ticket,Advanced,Unassigned,Unassigned,lyon,,Paused,$8.75 ,154,2.02,$0.51 ,1
mkt_1515,Overture - Global,zurich travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,125,1.14,$1.89 ,1
mkt_1516,Overture - Global,air france flight schedule,Advanced,Unassigned,Unassigned,airfrance,Position 1-2 Target,Paused,$0.29 ,"5,068",1.43,$0.39 ,30
mkt_1517,Yahoo - US,turkey ticket,Advanced,Western Europe Destinations,Turkey,uncategorized,,Live,$6.25 ,84,1.05,$1.29 ,7
mkt_1518,MSN - US,air france discount ticket,Broad,Air France Brand & French Destinations,France Branded,uncategorized,,Live,$0.00 ,21,1.05,$1.65 ,4
mkt_1519,Google - US,rome airlines,Broad,Geo Targeted Boston,Boston to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,267,2.9,$4.29 ,2
mkt_152,Google - US,rome flights,Broad,Geo Targeted Detroit,Detroit to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,60,1.08,$4.16 ,2
mkt_1520,Yahoo - US,europe cheap ticket,Advanced,Western Europe Destinations,Europe,uncategorized,,Paused,$6.25 ,51,1.37,$1.81 ,6
mkt_1521,Google - US,air france fares paris,Broad,Paris & France Terms,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Live,$15.00 ,11,1.18,$2.24 ,3
mkt_1522,Google - US,italy flight,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,469,2.11,$2.57 ,4
mkt_1523,Google - US,paris plane tickets,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00 ,49,1.94,$2.13 ,7
mkt_1524,Google - US,trip to paris france,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00 ,70,1.09,$2.69 ,7
mkt_1525,Google - Global,trip to marseille,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$8.75 ,30,1.1,$1.13 ,2
mkt_1526,Google - US,paris cheap air tickets,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,7,1,$2.42 ,5
mkt_1527,MSN - US,paris cheap flights,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00 ,"1,101",1.95,$5.03 ,3
mkt_1528,Google - US,nice cheap tickets,Broad,French Destinations,Nice,uncategorized,Position 2-5 Bid Strategy,Live,$10.00 ,129,1.08,$1.86 ,18
mkt_1529,Yahoo - US,air france airline,Advanced,Air France Branded,Air France Brand,uncategorized,,Live,$6.25 ,"14,438",1.43,$0.52 ,"1,891"
mkt_153,Overture - Global,paris degaulle airport,Advanced,Unassigned,Unassigned,franceairports,Position 1-2 Target,Paused,$0.14 ,402,1.65,$0.24 ,1
mkt_1530,Google - US,rome travel,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Unavailable,$2.50 ,"24,166",4.51,$2.55 ,488
mkt_1531,Google - US,athens cheap flights,Broad,Geo Targeted New York,New York to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,24,1,$2.11 ,7
mkt_1532,Overture - Global,airplane france ticket,Advanced,Unassigned,Unassigned,airline,Position 1-2 Target,Paused,$0.44 ,"6,073",2.46,$0.52 ,16
mkt_1533,MSN - US,paris airfare,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00 ,372,3.44,$2.05 ,15
mkt_1534,Google - US,discount airfare - exact,Broad,Google_Yearlong 2006,Google|Discount Airfare,discountairfare,Position 5-10 Bid Strategy,Paused,$7.50 ,"3,896",2.74,$5.83 ,8
mkt_1535,Google - US,paris fare,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,56,1.64,$1.40 ,3
mkt_1536,Yahoo - US,airfrance,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50 ,"162,070",1.6,$0.75 ,"23,893"
mkt_1537,Google - US,book airfrance,Broad,Air France Branded,Air France Brand,uncategorized,Position 1 -2 Target,Live,$10.00 ,43,1.09,$1.50 ,4
mkt_1538,Google - US,france flight deal,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,12,2.08,$0.65 ,1
mkt_1539,Google - US,paris flight deals,Broad,Geo Targeted New York,New York to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,54,2.02,$3.88 ,14
mkt_154,Google - US,flights to rome,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"9,263",5.12,$1.27 ,352
mkt_1540,Google - US,air france to rome,Broad,Western Europe Destinations,Rome Branded,uncategorized,Position 5-10 Bid Strategy,Unavailable,$0.00 ,185,4.74,$0.75 ,13
mkt_1541,Google - US,rome airline,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,7,2.14,$1.53 ,2
mkt_1542,Google - US,france airline,Broad,Geo Targeted Boston,Boston to France Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,75,1.87,$1.59 ,2
mkt_1543,Yahoo - US,low international airfare,Advanced,Geo Targeted Houston,Low International Houston,uncategorized,,Paused,$6.25 ,5,2.8,$0.69 ,1
mkt_1544,Google - US,air france,Broad,Air France Branded,Air France Website,uncategorized,,Paused,$15.00 ,"36,049",1.04,$2.27 ,"3,592"
mkt_1545,Google - US,barcelona cheap flights,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,26,1.31,$2.58 ,6
mkt_1546,Google - US,international airfares,Broad,Geo Targeted New York,International New York,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,13,4.16,$2.91 ,1
